[2023-05-29T15:37:25.846457+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:37:26.679878+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:37:26.723840+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:37:26.764122+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:37:26.805793+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:37:26.850501+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:37:26.890366+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:37:26.923641+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:37:26.958464+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:37:26.991079+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:37:27.023940+00:00] main.ERROR: Error: Application is not installed yet.  [] []
[2023-05-29T15:38:27.791610+00:00] main.CRITICAL: No cache server(s) could be purged Cache host: magento-128955-0.cloudclusters.net:80resulted in error message: Unable to connect to magento-128955-0.cloudclusters.net:80 . Error #0: stream_socket_client(): Unable to connect to magento-128955-0.cloudclusters.net:80 (php_network_getaddresses: getaddrinfo for magento-128955-0.cloudclusters.net failed: Name or service not known) {"method":"GET","url":"http:/","invalidateInfo":{"servers":[{"Laminas\\Uri\\Http":"http://magento-128955-0.cloudclusters.net/"}],"formattedTagsChunk":".*"}} []
[2023-05-29T15:38:27.908216+00:00] main.CRITICAL: No cache server(s) could be purged Cache host: magento-128955-0.cloudclusters.net:80resulted in error message: Unable to connect to magento-128955-0.cloudclusters.net:80 . Error #0: stream_socket_client(): Unable to connect to magento-128955-0.cloudclusters.net:80 (php_network_getaddresses: getaddrinfo for magento-128955-0.cloudclusters.net failed: Name or service not known) {"method":"GET","url":"http:/","invalidateInfo":{"servers":[{"Laminas\\Uri\\Http":"http://magento-128955-0.cloudclusters.net/"}],"formattedTagsChunk":".*"}} []
[2023-05-29T15:38:33.364594+00:00] main.CRITICAL: No cache server(s) could be purged Cache host: magento-128955-0.cloudclusters.net:80resulted in error message: Unable to connect to magento-128955-0.cloudclusters.net:80 . Error #0: stream_socket_client(): Unable to connect to magento-128955-0.cloudclusters.net:80 (php_network_getaddresses: getaddrinfo for magento-128955-0.cloudclusters.net failed: Name or service not known) {"method":"GET","url":"http:/","invalidateInfo":{"servers":[{"Laminas\\Uri\\Http":"http://magento-128955-0.cloudclusters.net/"}],"formattedTagsChunk":".*"}} []
[2023-05-29T15:38:44.099725+00:00] main.ERROR: There are no commands defined in the "cron" namespace.
#0 /cloudclusters/magento/vendor/symfony/console/Application.php(701): Symfony\Component\Console\Application->findNamespace()
#1 /cloudclusters/magento/vendor/symfony/console/Application.php(259): Symfony\Component\Console\Application->find()
#2 /cloudclusters/magento/vendor/magento/framework/Console/Cli.php(116): Symfony\Component\Console\Application->doRun()
#3 /cloudclusters/magento/vendor/symfony/console/Application.php(171): Magento\Framework\Console\Cli->doRun()
#4 /cloudclusters/magento/bin/magento(23): Symfony\Component\Console\Application->run()
#5 {main} [] []
[2023-05-29T17:06:24.307699+00:00] main.ERROR: There are no commands defined in the "cron" namespace.
#0 /cloudclusters/magento/vendor/symfony/console/Application.php(701): Symfony\Component\Console\Application->findNamespace()
#1 /cloudclusters/magento/vendor/symfony/console/Application.php(259): Symfony\Component\Console\Application->find()
#2 /cloudclusters/magento/vendor/magento/framework/Console/Cli.php(116): Symfony\Component\Console\Application->doRun()
#3 /cloudclusters/magento/vendor/symfony/console/Application.php(171): Magento\Framework\Console\Cli->doRun()
#4 /cloudclusters/magento/bin/magento(23): Symfony\Component\Console\Application->run()
#5 {main} [] []
[2023-05-29T17:08:29.007995+00:00] main.ERROR: Command "indexer:reindex " is not defined.

Did you mean one of these?
    indexer:info
    indexer:reindex
    indexer:reset
    indexer:set-dimensions-mode
    indexer:set-mode
    indexer:show-dimensions-mode
    indexer:show-mode
    indexer:status
#0 /cloudclusters/magento/vendor/symfony/console/Application.php(259): Symfony\Component\Console\Application->find()
#1 /cloudclusters/magento/vendor/magento/framework/Console/Cli.php(116): Symfony\Component\Console\Application->doRun()
#2 /cloudclusters/magento/vendor/symfony/console/Application.php(171): Magento\Framework\Console\Cli->doRun()
#3 /cloudclusters/magento/bin/magento(23): Symfony\Component\Console\Application->run()
#4 {main} [] []
[2023-05-29T17:08:29.611254+00:00] main.ERROR: Command "setup:upgrade " is not defined.

Did you mean one of these?
    setup:backup
    setup:config:set
    setup:db-data:upgrade
    setup:db-declaration:generate-patch
    setup:db-declaration:generate-whitelist
    setup:db-schema:upgrade
    setup:db:status
    setup:di:compile
    setup:install
    setup:performance:generate-fixtures
    setup:rollback
    setup:static-content:deploy
    setup:store-config:set
    setup:uninstall
    setup:upgrade
#0 /cloudclusters/magento/vendor/symfony/console/Application.php(259): Symfony\Component\Console\Application->find()
#1 /cloudclusters/magento/vendor/magento/framework/Console/Cli.php(116): Symfony\Component\Console\Application->doRun()
#2 /cloudclusters/magento/vendor/symfony/console/Application.php(171): Magento\Framework\Console\Cli->doRun()
#3 /cloudclusters/magento/bin/magento(23): Symfony\Component\Console\Application->run()
#4 {main} [] []
[2023-05-29T17:09:38.358842+00:00] main.ERROR: Please upgrade your database: Run "bin/magento setup:upgrade" from the Magento root directory.
The following modules are outdated:
Boolfly_MomoWallet schema: current version - none, required version - 1.0.0
Boolfly_MomoWallet data: current version - none, required version - 1.0.0
Boolfly_ZaloPay schema: current version - none, required version - 1.0.0
Boolfly_ZaloPay data: current version - none, required version - 1.0.0
Modules_ExchangeRate schema: current version - none, required version - 1.0.0
Modules_ExchangeRate data: current version - none, required version - 1.0.0
Modules_News schema: current version - none, required version - 1.0.0
Modules_News data: current version - none, required version - 1.0.0
Modules_Weather schema: current version - none, required version - 1.0.0
Modules_Weather data: current version - none, required version - 1.0.0 [] []
[2023-05-29T17:12:18.126275+00:00] main.INFO: Add of item with id Magento_Sales::sales_creditmemo was processed [] []
[2023-05-29T17:12:18.126667+00:00] main.INFO: Add of item with id Magento_Sales::sales_transactions was processed [] []
[2023-05-29T17:12:18.127099+00:00] main.INFO: Add of item with id Magento_Sales::system_order_statuses was processed [] []
[2023-05-29T17:12:18.127500+00:00] main.INFO: Add of item with id Magento_Widget::cms_widget_instance was processed [] []
[2023-05-29T17:12:18.127918+00:00] main.INFO: Add of item with id Magento_Analytics::business_intelligence was processed [] []
[2023-05-29T17:12:18.128344+00:00] main.INFO: Add of item with id Magento_Analytics::advanced_reporting was processed [] []
[2023-05-29T17:12:18.128749+00:00] main.INFO: Add of item with id Magento_Analytics::bi_essentials was processed [] []
[2023-05-29T17:12:18.129166+00:00] main.INFO: Add of item with id Magento_Downloadable::report_products_downloads was processed [] []
[2023-05-29T17:12:18.129620+00:00] main.INFO: Add of item with id Magento_ImportExport::system_convert_import was processed [] []
[2023-05-29T17:12:18.130027+00:00] main.INFO: Add of item with id Magento_ImportExport::system_convert_export was processed [] []
[2023-05-29T17:12:18.130422+00:00] main.INFO: Add of item with id Magento_ImportExport::system_convert_history was processed [] []
[2023-05-29T17:12:18.130867+00:00] main.INFO: Add of item with id Magento_Email::template was processed [] []
[2023-05-29T17:12:18.131373+00:00] main.INFO: Add of item with id Magento_EncryptionKey::system_crypt_key was processed [] []
[2023-05-29T17:12:18.131779+00:00] main.INFO: Add of item with id Magento_InventoryAdminUi::inventory was processed [] []
[2023-05-29T17:12:18.132204+00:00] main.INFO: Add of item with id Magento_InventoryAdminUi::source was processed [] []
[2023-05-29T17:12:18.132619+00:00] main.INFO: Add of item with id Magento_InventoryAdminUi::stock was processed [] []
[2023-05-29T17:12:18.133014+00:00] main.INFO: Add of item with id Magento_Reports::report was processed [] []
[2023-05-29T17:12:18.133410+00:00] main.INFO: Add of item with id Magento_Reports::report_marketing was processed [] []
[2023-05-29T17:12:18.133803+00:00] main.INFO: Add of item with id Magento_Reports::report_salesroot was processed [] []
[2023-05-29T17:12:18.134220+00:00] main.INFO: Add of item with id Magento_Reports::report_salesroot_sales was processed [] []
[2023-05-29T17:12:18.134648+00:00] main.INFO: Add of item with id Magento_Reports::report_salesroot_tax was processed [] []
[2023-05-29T17:12:18.135187+00:00] main.INFO: Add of item with id Magento_Reports::report_salesroot_invoiced was processed [] []
[2023-05-29T17:12:18.135597+00:00] main.INFO: Add of item with id Magento_Reports::report_salesroot_shipping was processed [] []
[2023-05-29T17:12:18.135994+00:00] main.INFO: Add of item with id Magento_Reports::report_salesroot_refunded was processed [] []
[2023-05-29T17:12:18.136393+00:00] main.INFO: Add of item with id Magento_Reports::report_salesroot_coupons was processed [] []
[2023-05-29T17:12:18.136823+00:00] main.INFO: Add of item with id Magento_Reports::report_shopcart_product was processed [] []
[2023-05-29T17:12:18.137264+00:00] main.INFO: Add of item with id Magento_Reports::report_shopcart_abandoned was processed [] []
[2023-05-29T17:12:18.137680+00:00] main.INFO: Add of item with id Magento_Reports::report_products was processed [] []
[2023-05-29T17:12:18.138090+00:00] main.INFO: Add of item with id Magento_Reports::report_products_bestsellers was processed [] []
[2023-05-29T17:12:18.138486+00:00] main.INFO: Add of item with id Magento_Reports::report_products_sold was processed [] []
[2023-05-29T17:12:18.138904+00:00] main.INFO: Add of item with id Magento_Reports::report_products_viewed was processed [] []
[2023-05-29T17:12:18.139317+00:00] main.INFO: Add of item with id Magento_Reports::report_products_lowstock was processed [] []
[2023-05-29T17:12:18.139742+00:00] main.INFO: Add of item with id Magento_Reports::report_customers was processed [] []
[2023-05-29T17:12:18.140201+00:00] main.INFO: Add of item with id Magento_Reports::report_customers_accounts was processed [] []
[2023-05-29T17:12:18.140637+00:00] main.INFO: Add of item with id Magento_Reports::report_customers_totals was processed [] []
[2023-05-29T17:12:18.141218+00:00] main.INFO: Add of item with id Magento_Reports::report_customers_orders was processed [] []
[2023-05-29T17:12:18.141705+00:00] main.INFO: Add of item with id Magento_Reports::report_statistics was processed [] []
[2023-05-29T17:12:18.142150+00:00] main.INFO: Add of item with id Magento_Reports::report_statistics_refresh was processed [] []
[2023-05-29T17:12:18.142565+00:00] main.INFO: Add of item with id Magento_Search::report_search_term was processed [] []
[2023-05-29T17:12:18.142999+00:00] main.INFO: Add of item with id Magento_LoginAsCustomerLog::login_log was processed [] []
[2023-05-29T17:12:18.143399+00:00] main.INFO: Add of item with id Magento_Marketplace::partners was processed [] []
[2023-05-29T17:12:18.143800+00:00] main.INFO: Add of item with id Magento_Newsletter::newsletter_template was processed [] []
[2023-05-29T17:12:18.144195+00:00] main.INFO: Add of item with id Magento_Newsletter::newsletter_queue was processed [] []
[2023-05-29T17:12:18.144598+00:00] main.INFO: Add of item with id Magento_Newsletter::newsletter_subscriber was processed [] []
[2023-05-29T17:12:18.144993+00:00] main.INFO: Add of item with id Magento_Newsletter::newsletter_problem was processed [] []
[2023-05-29T17:12:18.145388+00:00] main.INFO: Add of item with id Magento_SalesRule::promo_quote was processed [] []
[2023-05-29T17:12:18.145781+00:00] main.INFO: Add of item with id Magento_Sitemap::catalog_sitemap was processed [] []
[2023-05-29T17:12:18.146176+00:00] main.INFO: Add of item with id Magento_PageBuilder::templates was processed [] []
[2023-05-29T17:12:18.146574+00:00] main.INFO: Add of item with id Magento_Paypal::report_salesroot_paypal_settlement_reports was processed [] []
[2023-05-29T17:12:18.147008+00:00] main.INFO: Add of item with id Magento_Paypal::paypal_billing_agreement was processed [] []
[2023-05-29T17:12:18.147406+00:00] main.INFO: Add of item with id Magento_CheckoutAgreements::sales_checkoutagreement was processed [] []
[2023-05-29T17:12:18.147799+00:00] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_ratings was processed [] []
[2023-05-29T17:12:18.148218+00:00] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_pending was processed [] []
[2023-05-29T17:12:18.148625+00:00] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_reviews_all was processed [] []
[2023-05-29T17:12:18.149020+00:00] main.INFO: Add of item with id Magento_Review::report_review was processed [] []
[2023-05-29T17:12:18.149458+00:00] main.INFO: Add of item with id Magento_Review::report_review_customer was processed [] []
[2023-05-29T17:12:18.149865+00:00] main.INFO: Add of item with id Magento_Review::report_review_product was processed [] []
[2023-05-29T17:12:18.150280+00:00] main.INFO: Add of item with id Magento_UrlRewrite::urlrewrite was processed [] []
[2023-05-29T17:12:18.150676+00:00] main.INFO: Add of item with id Magento_Tax::sales_tax was processed [] []
[2023-05-29T17:12:18.151125+00:00] main.INFO: Add of item with id Magento_Tax::sales_tax_rules was processed [] []
[2023-05-29T17:12:18.151557+00:00] main.INFO: Add of item with id Magento_Tax::sales_tax_rates was processed [] []
[2023-05-29T17:12:18.151990+00:00] main.INFO: Add of item with id Magento_TaxImportExport::system_convert_tax was processed [] []
[2023-05-29T17:12:18.152388+00:00] main.INFO: Add of item with id Magento_AsynchronousOperations::system_magento_logging was processed [] []
[2023-05-29T17:12:18.152810+00:00] main.INFO: Add of item with id Magento_AsynchronousOperations::system_magento_logging_bulk_operations was processed [] []
[2023-05-29T17:12:18.153215+00:00] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency was processed [] []
[2023-05-29T17:12:18.153638+00:00] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency_rates was processed [] []
[2023-05-29T17:12:18.154041+00:00] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency_symbols was processed [] []
[2023-05-29T17:12:18.154468+00:00] main.INFO: Add of item with id Mageplaza_Smtp::smtp was processed [] []
[2023-05-29T17:12:18.154917+00:00] main.INFO: Add of item with id Mageplaza_Smtp::log was processed [] []
[2023-05-29T17:12:18.155336+00:00] main.INFO: Add of item with id Mageplaza_Smtp::configuration was processed [] []
[2023-05-29T17:12:18.155742+00:00] main.INFO: Add of item with id Mageplaza_Smtp::abandoned_cart was processed [] []
[2023-05-29T17:12:18.156138+00:00] main.INFO: Add of item with id PayPal_Braintree::settlement_report was processed [] []
[2023-05-29T17:12:18.156532+00:00] main.INFO: Add of item with id PayPal_Braintree::virtual_terminal was processed [] []
[2023-05-29T17:17:48.540275+00:00] main.INFO: Item Magento_Backend::system_currency was removed [] []
[2023-05-29T17:17:48.545669+00:00] main.INFO: Add of item with id Magento_Config::system_config was processed [] []
[2023-05-29T17:17:48.546169+00:00] main.INFO: Add of item with id Magento_AdminNotification::system_adminnotification was processed [] []
[2023-05-29T17:17:48.546616+00:00] main.INFO: Add of item with id Magento_Theme::design_config was processed [] []
[2023-05-29T17:17:48.547057+00:00] main.INFO: Add of item with id Magento_Theme::system_design_theme was processed [] []
[2023-05-29T17:17:48.547461+00:00] main.INFO: Add of item with id Magento_Backend::system_design_schedule was processed [] []
[2023-05-29T17:17:48.547862+00:00] main.INFO: Add of item with id Magento_Backend::system_store was processed [] []
[2023-05-29T17:17:48.548259+00:00] main.INFO: Add of item with id Magento_Backend::dashboard was processed [] []
[2023-05-29T17:17:48.548671+00:00] main.INFO: Add of item with id Magento_Backend::system was processed [] []
[2023-05-29T17:17:48.549097+00:00] main.INFO: Add of item with id Magento_Backend::system_tools was processed [] []
[2023-05-29T17:17:48.549528+00:00] main.INFO: Add of item with id Magento_Backend::system_design was processed [] []
[2023-05-29T17:17:48.549945+00:00] main.INFO: Add of item with id Magento_Backend::system_convert was processed [] []
[2023-05-29T17:17:48.550383+00:00] main.INFO: Add of item with id Magento_Backend::system_cache was processed [] []
[2023-05-29T17:17:48.550821+00:00] main.INFO: Add of item with id Magento_Backend::marketing was processed [] []
[2023-05-29T17:17:48.551260+00:00] main.INFO: Add of item with id Magento_Backend::marketing_communications was processed [] []
[2023-05-29T17:17:48.551668+00:00] main.INFO: Add of item with id Magento_Backend::marketing_seo was processed [] []
[2023-05-29T17:17:48.552065+00:00] main.INFO: Add of item with id Magento_Backend::marketing_user_content was processed [] []
